dataset,rows_used,dimensions,algorithm,k,silhouette_score,davies_bouldin_index,cluster_compactness,cluster_separation_min,cluster_separation_mean,runtime_seconds
original_28d,500000,28,minibatch,2,0.13134596727156614,3.125625575647793,4.899174936784897,2.954875241584903,2.954875241584903,1.7268686999996135
pca_2d,500000,2,minibatch,2,0.35471847907182835,1.1392930718427674,0.9282325300860661,1.6300087117125988,1.6300087117125988,0.05336899999929301
pca_5d,500000,5,minibatch,2,0.18372002052367833,2.0528367662732627,1.8484057331644463,1.7658698351842268,1.7658698351842268,0.1683322999997472
pca_10d,500000,10,minibatch,2,0.09630723881727649,3.103812357971085,2.871981424851387,1.7513030137751815,1.7513030137751815,0.20099610000033863
